uniq_id,description,image,cat_lvl_0,cat_lvl_1,cat_lvl_2,cat_lvl_3,encoded_cat_lvl_0,image_path,clusters_labels
aa68675f50a0551b8dadb954017a50a1,"Specifications of Geol Wooden Wet and Dry Broom (Brown, Pack of 1) General Brand Geol Cleaning Type Wet and Dry Model Number G24 - 14 Type Broom Color Brown Body and Design Features Brush Material Wooden Handle Material Wood In the box Pack of 1",aa68675f50a0551b8dadb954017a50a1.jpg,Kitchen & Dining,Housekeeping & Laundry,Home Cleaning,Brooms & Brushes,5,Dataset\Images\aa68675f50a0551b8dadb954017a50a1.jpg,6
aeb421e416716d5f037d50e8c3b14cd7,"Key Features of Sunlast 16 inch Laptop Backpack Laptop Backpack with solar panel Comfortable back panel with air-flow design Adjustable sternum strap Large outer elasticated mesh side pocket and a top carry handle Padded and Adjustable shoulder straps Charge your mobile by solar power Mobile power backup option Long life Easy to use,Sunlast 16 inch Laptop Backpack (Yellow) Price: Rs. 2,348 The Sunlast New Laptop Backpack with Solar Panel ensures complete safety to your laptop with its high-quality built and wide range of built-in features. With the inside of this bag featuring a protective padding, you can be rest assured that the laptop inside it will be well cushioned from any accidental damage caused when you bump into any surface. As it is made of nylon, this laptop backpack can withstand abrasions and is long lasting. This Sunlast Backpack comes with a unique solar panel which allows you to charge your mobile phone anywhere anytime. This Sunlast Laptop backpack with solar panel is a great innovation in the field of mobile charging and other similar applications. This solar panel has USB output pins suitable for mobile phones. This is a great solar charger bag available at the best price. The best feature of this bag is its portability and durability. This solar charger is suitable for all smart phones and charging time depends on battery mAh. With this beautiful product, you can charge your phone in an eco-friendly way with no cost to you or the environment. Along with being durable, nylon also ensures that this backpack can survive rugged outdoor use, thus you can confidently wear this bag while you are out camping. This backpack is also water-resistant and keeps your laptop safe in wet and damp conditions. The Sunlast laptop backpack is perfect for your laptop. This backpack features top loading and can accommodate a large size laptop easily. It is a lightweight and comfortable laptop carry bag and comes with padded straps that distribute the weight evenly on your shoulders without stressing your back and shoulders. You can adjust the cushioned straps for a snug-fit. This Sunlast backpack is water resistant and protects your laptop and other accessories from water. It is made to suit all the styles and can be used by both college-goers and office-goers. It offers enough space for you to carry your essentials along with your laptop and its accessories. It features a zippered compartment that is big enough to hold your laptop. It also features one front pocket with an office organiser. You can use it to store the charger, mouse, pen drive, notepad, pen and other essentials. It features two mesh side pockets, where you can keep your water bottle or any other item for quick access. It is spacious enough to store your belongings on a one-day business trip as well. Buy this Sunlast backpack and carry your laptop and other accessories safely and in style.,Specifications of Sunlast 16 inch Laptop Backpack (Yellow) General Brand Sunlast Trolley No Expandable No Type Laptop Backpack Model Name L003 Yellow solar mobile charger Material Nylon Compatible Laptop Size 16 inch Style Code L003 Yellow Closure Type Zip Color Code Yellow Color Yellow Dimensions Exterior Width 350 mm Weight 820 g Exterior Height 450 mm In the Box Laptop Backpack With Solar Panel Body Features Hip Strap No Secret Security Compartment Yes Waterproof Yes Rain Cover No Shoulder Strap Adjustable Number of Compartments 4",aeb421e416716d5f037d50e8c3b14cd7.jpg,Computers,Laptop Accessories,Laptop Bags,Sunlast Laptop Bags,2,Dataset\Images\aeb421e416716d5f037d50e8c3b14cd7.jpg,6
6d460d2e12ff7c84cb6b9af783d465ae,"Specifications of NammaBaby Baby Girl's Animal Print Top & Pyjama Set General Details Pattern Animal Print Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 2 Fabric Cotton Type Top & Pyjama Set In the Box 1 Top, 1 Bottom",6d460d2e12ff7c84cb6b9af783d465ae.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Innerwear & Sleepwear,0,Dataset\Images\6d460d2e12ff7c84cb6b9af783d465ae.jpg,5
eaed0897074ee52230ff6c6d73c18dd4,Specifications of Thakkar Baby Girl's Printed Top & Pyjama Set General Details Pattern Printed Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 2 Fabric Hosiery Cotton Type Top & Pyjama Set Neck Round Neck In the Box 2 Tshirt 2 Pyjama Additional Details Button Closure in Front,eaed0897074ee52230ff6c6d73c18dd4.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Innerwear & Sleepwear,0,Dataset\Images\eaed0897074ee52230ff6c6d73c18dd4.jpg,5
4d638f7a608a76db27cd7bab13582a93,Specifications of next steps Baby Girl's Striped Top & Pyjama Set General Details Pattern Striped Ideal For Baby Girl's Night Suit Details Number of Contents in Sales Package Pack of 1 Fabric Cotton Type Top & Pyjama Set Neck Round Neck In the Box 1 Top & Pyjama Set,4d638f7a608a76db27cd7bab13582a93.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Innerwear & Sleepwear,0,Dataset\Images\4d638f7a608a76db27cd7bab13582a93.jpg,5
86a39f77de21aa9654e8ea03335244fc,"Specifications of Intel 3.2 GHz LGA 1150 3250 Processor (BLACK) In The Box Sales Package Intel Dual Core Processor Memory Maximum Memory Size Supported 32 GB Memory Type Supported DDR3-1333, DDR3L-1333 @ 1.5V General Speed 3.2 GHz with Maximum Turbo Speed of3.2 GHz Maximum Thermal Design Power  [TDP] 53 W Number of Threads 2 Threads Number of Cores 2 Cores Warranty Covered in Warranty WARRANTY Warranty Summary 3 years Service Type ON SITE Not Covered in Warranty Damage Graphics Base Frequency 350 MHz Integrated Graphics Yes General Features Brand Intel Architecture 64-bit Model ID 3250 Socket Type LGA 1150",86a39f77de21aa9654e8ea03335244fc.jpg,Computers,Computer Components,Processors,Intel Processors,2,Dataset\Images\86a39f77de21aa9654e8ea03335244fc.jpg,3
68b32e026c109c1bae017d024dd8f590,"Key Features of MKB Baby Girl's Empire Waist Dress Material: 100% Cotton Yellow Flower Print Length: 26 Inches,MKB Baby Girl's Empire Waist Dress Price: Rs. 585 This Yellow Color Flower printed baby girl's clothing set is made of 100% Cotton material. It's very attractive and comfortable, perfect as a ceremony wear Baby Girls beautiful dress for a little angel,Specifications of MKB Baby Girl's Empire Waist Dress In The Box 1 Dress Dimensions Length Midi/Knee Length General Details Pattern Printed Occasion Casual Ideal For Baby Girl's Dress Details Lining 100% Cotton Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric 100% Cotton Type Empire Waist Fabric Care Gentle Hand Wash. Do not bleach.",68b32e026c109c1bae017d024dd8f590.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Dresses & Skirts,0,Dataset\Images\68b32e026c109c1bae017d024dd8f590.jpg,5
31376e77d4621c06a45440d42b9fe2ac,"Specifications of NeedyBee Baby Girl's Layered Dress In The Box 1 Dress Dimensions Length Mini/Short General Details Pattern Printed Occasion Casual Ideal For Baby Girl's Dress Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Fabric Net, Polyester Type Layered Neck Round Neck Fabric Care Machine Wash",31376e77d4621c06a45440d42b9fe2ac.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Dresses & Skirts,0,Dataset\Images\31376e77d4621c06a45440d42b9fe2ac.jpg,5
f79ad10ae634dcfdab6625790d5c5d54,"Key Features of Seals Baby Girl's A-line Dress MULTI A-line,Seals Baby Girl's A-line Dress Price: Rs. 594 Girls Party Wear Dress,Specifications of Seals Baby Girl's A-line Dress In The Box 1 Dress Dimensions Length Midi/Knee Length General Details Pattern Polka Print Occasion Party Ideal For Baby Girl's Dress Details Sleeve Sleeveless Number of Contents in Sales Package Pack of 1 Belt Included No Fabric Synthetic Type A-line Neck Square Neck Fabric Care Wash with Similar Colors, Use Detergent for Colors",f79ad10ae634dcfdab6625790d5c5d54.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Dresses & Skirts,0,Dataset\Images\f79ad10ae634dcfdab6625790d5c5d54.jpg,5
3dfd14b667357e26ff6d66761cdc203f,"Key Features of Chokree Baby Girl's A-line Dress Light Green A-line,Specifications of Chokree Baby Girl's A-line Dress Dimensions Length Midi/Knee Length General Details Occasion Party Ideal For Baby Girl's Dress Details Fabric Synthetic Type A-line",3dfd14b667357e26ff6d66761cdc203f.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Dresses & Skirts,0,Dataset\Images\3dfd14b667357e26ff6d66761cdc203f.jpg,5
9656b0a52d364da5eed38a4bb2d9f6e5,"Specifications of Esteem Baby Boy's Drawer General Details Ideal For Baby Boy's Pattern Printed Type Drawer Fabric Cotton Number of Contents in Sales Package Pack of 10 Fabric Care Gentle Hand Wash, Do Not Bleach, Wash With Cold Water, Do Not Wring, Do Not Iron On Elastic In the Box Sales Package 10 Drawer",9656b0a52d364da5eed38a4bb2d9f6e5.jpg,Baby Care,Infant Wear,Baby Boys' Clothes,Innerwear & Sleepwear,0,Dataset\Images\9656b0a52d364da5eed38a4bb2d9f6e5.jpg,5
7cf36a3f1f2bd785954cc876a941da40,"Key Features of KLOCX Analog Wall Clock Black Round Width: 29.85 cm Height: 1 cm,Specifications of KLOCX Analog Wall Clock (Black, With Glass) General Model Number KLOCX-89 Dimensions Other Dimensions 33.1 x 32.6 x 4.4 cm Height 1 cm Width 29.85 cm Body Features Dial Shape Round",7cf36a3f1f2bd785954cc876a941da40.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Clocks,Wall Clocks,3,Dataset\Images\7cf36a3f1f2bd785954cc876a941da40.jpg,4
43f4a023dd92830ab5b26886c496f23e,Buy HomeeHub Polyester Multicolor Self Design Eyelet Window Curtain at Rs. 599 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,43f4a023dd92830ab5b26886c496f23e.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\43f4a023dd92830ab5b26886c496f23e.jpg,1
705b90361aeda1849a728d80625a78a9,Buy Marvel Cotton Bath Towel at Rs. 449 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,705b90361aeda1849a728d80625a78a9.jpg,Baby Care,Baby Bath & Skin,Baby Bath Towels,Marvel Baby Bath Towels,0,Dataset\Images\705b90361aeda1849a728d80625a78a9.jpg,6
0dc4d2767fe8424a3263ab141884f83d,"Romex Ultimate Urban Analog Watch  - For Boys, Men
                         Price: Rs. 499
				
			Presenting the classic and fabulous satin-color watch for men from the House of Romex.This watch offers the priceless looks and class you always wanted. Adorning a black coloured strap in silicon material, this watch offers true craftsmanship that only people with a distinct taste can identify. This watch is designed using technology and innovation, all of which is wrapped up in a round silver dial encased in Sand-blast Case that can be beautifully placed on your wrist using its comfortable and luxuriously finished Leather strap. Being Battery Powered, this watch offers amazing long life durability that you would look for. We are sure that this watch is going to be your favorite for all those business meetings, events, outings and special occasions because its not a watch, its your identity.
Presenting the classic and fabulous satin-color watch for men from the House of Romex.This watch offers the priceless looks and class you always wanted. Adorning a black coloured strap in silicon material, this watch offers true craftsmanship that only people with a distinct taste can identify. This watch is designed using technology and innovation, all of which is wrapped up in a round silver dial encased in Sand-blast Case that can be beautifully placed on your wrist using its comfortable and luxuriously finished Leather strap. Being Battery Powered, this watch offers amazing long life durability that you would look for. We are sure that this watch is going to be your favorite for all those business meetings, events, outings and special occasions because its not a watch, its your identity.",0dc4d2767fe8424a3263ab141884f83d.jpg,Watches,Wrist Watches,Romex Wrist Watches,,6,Dataset\Images\0dc4d2767fe8424a3263ab141884f83d.jpg,4
f89ebd1d0889fbafa7c9453dbb0dfffd,Buy Home Creations Polyester Blue Floral Eyelet Door Curtain at Rs. 1399 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,f89ebd1d0889fbafa7c9453dbb0dfffd.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\f89ebd1d0889fbafa7c9453dbb0dfffd.jpg,1
e1d8c5b60f9157f8e21c77cf795952f2,"Buy The Intellect Bazaar Cotton Bath Towel, Baby Towel at Rs. 649 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!",e1d8c5b60f9157f8e21c77cf795952f2.jpg,Baby Care,Baby Bath & Skin,Baby Bath Towels,The Intellect Bazaar Baby Bath Towels,0,Dataset\Images\e1d8c5b60f9157f8e21c77cf795952f2.jpg,5
f79c9db3abd7faca714c92aeba9b6728,Buy Wood Beauty Wood Photo Frame for Rs.450 online. Wood Beauty Wood Photo Frame at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,f79c9db3abd7faca714c92aeba9b6728.jpg,Baby Care,Baby & Kids Gifts,Photo Frames,Wood Beauty Photo Frames,0,Dataset\Images\f79c9db3abd7faca714c92aeba9b6728.jpg,6
260c74b5a09272dec1a8207db3541a0d,Buy BornBabyKids Cotton Bath Towel at Rs. 589 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,260c74b5a09272dec1a8207db3541a0d.jpg,Baby Care,Baby Bath & Skin,Baby Bath Towels,BornBabyKids Baby Bath Towels,0,Dataset\Images\260c74b5a09272dec1a8207db3541a0d.jpg,5
51b6809d527ea36798bddc2bb8557bc2,Buy Munchkin Mighty Grip Trainer Cup for Rs.349 online. Munchkin Mighty Grip Trainer Cup at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,51b6809d527ea36798bddc2bb8557bc2.jpg,Baby Care,Feeding & Nursing,Utensils,Sippers & Cups,0,Dataset\Images\51b6809d527ea36798bddc2bb8557bc2.jpg,6
5ae4626271e8eefe5eb2aaf42c00724f,Buy Creative Width Decor Medium Vinyl Sticker Sticker for Rs.499 online. Creative Width Decor Medium Vinyl Sticker Sticker at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,5ae4626271e8eefe5eb2aaf42c00724f.jpg,Home Decor & Festive Needs,Wall Decor & Clocks,Wall Decals & Stickers,Creative Width Decor Wall Decals & Stickers,3,Dataset\Images\5ae4626271e8eefe5eb2aaf42c00724f.jpg,6
90453db0386931707b256dfa1e32c404,Buy Handloomhub Polyester Pink Self Design Eyelet Door Curtain at Rs. 973 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,90453db0386931707b256dfa1e32c404.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\90453db0386931707b256dfa1e32c404.jpg,1
bd2a71a635bf307de0056b74205918b7,"Fabutex Polyester Black, White Abstract Eyelet Window & Door Curtain (214 cm in Height, Pack of 4)
                         Price: Rs. 2,696
				
			High Quallity polyester jacquard Curtains, which adds a rich feel and fills your home with warmth of love and coziness. Exclusively from the house of fabutex.
High Quallity polyester jacquard Curtains, which adds a rich feel and fills your home with warmth of love and coziness. Exclusively from the house of fabutex.",bd2a71a635bf307de0056b74205918b7.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\bd2a71a635bf307de0056b74205918b7.jpg,1
8c90f3ca64ea1a8ce104c3c3f5fc173f,Buy Divine Gifts & Artificial Jewellery Shanker Blue Showpiece  -  7.5 cm for Rs.320 online. Divine Gifts & Artificial Jewellery Shanker Blue Showpiece  -  7.5 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,8c90f3ca64ea1a8ce104c3c3f5fc173f.jpg,Home Decor & Festive Needs,Table Decor & Handicrafts,Showpieces,Religious Idols,3,Dataset\Images\8c90f3ca64ea1a8ce104c3c3f5fc173f.jpg,6
70d571a25d37e16d5d5f4e94faccf454,"Hargunz Polyester Brown, White Motif Eyelet Long Door Curtain (275 cm in Height, Pack of 2)
                         Price: Rs. 656
				
			Stiching Eyelet style with metal ring. Anti wrinkle,Anti-shrinkage, Color fastness, 100% Polyester, Quality fabric,Sober as well as lively colors,Varied patterns,Elegant Design Size:4 ft x 9 ft
Stiching Eyelet style with metal ring. Anti wrinkle,Anti-shrinkage, Color fastness, 100% Polyester, Quality fabric,Sober as well as lively colors,Varied patterns,Elegant Design Size:4 ft x 9 ft",70d571a25d37e16d5d5f4e94faccf454.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\70d571a25d37e16d5d5f4e94faccf454.jpg,1
dd9a5979c32bbdd836984529af862303,Buy Galaxy Decorations Polyester Royalblue Plain Eyelet Door Curtain at Rs. 2199 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,dd9a5979c32bbdd836984529af862303.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\dd9a5979c32bbdd836984529af862303.jpg,1
c9c4720bca91b8ce27d8190a7c4c139c,Buy Blue Bell Popfun Sipper for Rs.180 online. Blue Bell Popfun Sipper at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,c9c4720bca91b8ce27d8190a7c4c139c.jpg,Baby Care,Feeding & Nursing,Utensils,Sippers & Cups,0,Dataset\Images\c9c4720bca91b8ce27d8190a7c4c139c.jpg,6
d6a50203fad654981605a70a7bde52b7,Buy Welhouse Cotton Hand & Face Towel Set at Rs. 479 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,d6a50203fad654981605a70a7bde52b7.jpg,Baby Care,Baby Bath & Skin,Baby Bath Towels,Welhouse Baby Bath Towels,0,Dataset\Images\d6a50203fad654981605a70a7bde52b7.jpg,5
f9a8320c182841024f47ebcba284085a,Portia Polka Print Trendy Cap - Buy Multicolor Portia Polka Print Trendy Cap For Only Rs. 900 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,f9a8320c182841024f47ebcba284085a.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Accessories,0,Dataset\Images\f9a8320c182841024f47ebcba284085a.jpg,1
5eec66ec172ce096cd4e5c947686b56a,RTD Baby Girl's Kurta and Pyjama Set - Buy Yellow RTD Baby Girl's Kurta and Pyjama Set For Only Rs. 1183 Online in India. Shop Online For Apparels. Huge Collection of Branded Clothes Only at Flipkart.com,5eec66ec172ce096cd4e5c947686b56a.jpg,Baby Care,Infant Wear,Baby Girls' Clothes,Ethnic Wear,0,Dataset\Images\5eec66ec172ce096cd4e5c947686b56a.jpg,6
3f025b9dc8065fe5a155573e5b21a70d,Buy Ornate 7 W LED Bulb for Rs.209 online. Ornate 7 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,3f025b9dc8065fe5a155573e5b21a70d.jpg,Kitchen & Dining,Lighting,Bulbs,Ornate Bulbs,5,Dataset\Images\3f025b9dc8065fe5a155573e5b21a70d.jpg,0
d0fee79693c7dc3132d30491323b6407,Buy Shrikant Traders Cotton Bath Towel at Rs. 1499 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,d0fee79693c7dc3132d30491323b6407.jpg,Baby Care,Baby Bath & Skin,Baby Bath Towels,Shrikant Traders Baby Bath Towels,0,Dataset\Images\d0fee79693c7dc3132d30491323b6407.jpg,5
d06bb04b096c77dc3302eaf2db336f96,Buy MH MDF Photo Frame for Rs.899 online. MH MDF Photo Frame at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,d06bb04b096c77dc3302eaf2db336f96.jpg,Baby Care,Baby & Kids Gifts,Photo Frames,MH Photo Frames,0,Dataset\Images\d06bb04b096c77dc3302eaf2db336f96.jpg,3
0ca8e323551dd7107ef57ef7c3e77aee,Buy NIKsales 7 W LED Bulb for Rs.365 online. NIKsales 7 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,0ca8e323551dd7107ef57ef7c3e77aee.jpg,Kitchen & Dining,Lighting,Bulbs,NIKsales Bulbs,5,Dataset\Images\0ca8e323551dd7107ef57ef7c3e77aee.jpg,6
6eabdbbbffdfae86c3c5177ba0f96ea7,"Indha Craft Cloth Photo Frame (Photo Size - 12.7 X 17.8 cm, 1 Photos)
                         Price: Rs. 132
				
			The outer shell of this frame is made up of Polyster bland fabric and hard board Fabric and inner material is carbord. The photo of this frame is 5 x 3 inches.
The outer shell of this frame is made up of Polyster bland fabric and hard board Fabric and inner material is carbord. The photo of this frame is 5 x 3 inches.",6eabdbbbffdfae86c3c5177ba0f96ea7.jpg,Baby Care,Baby & Kids Gifts,Photo Frames,Indha Craft Photo Frames,0,Dataset\Images\6eabdbbbffdfae86c3c5177ba0f96ea7.jpg,5
c997312abfa36281d41366cb4a3b908e,Buy VRCT 5 W LED Bulb for Rs.259 online. VRCT 5 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,c997312abfa36281d41366cb4a3b908e.jpg,Kitchen & Dining,Lighting,Bulbs,VRCT Bulbs,5,Dataset\Images\c997312abfa36281d41366cb4a3b908e.jpg,6
2bf0ca6d25501c067cd12a2a4939443f,Buy Home Fashion Gallery Polyester Black Plain Eyelet Door Curtain at Rs. 1499 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,2bf0ca6d25501c067cd12a2a4939443f.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\2bf0ca6d25501c067cd12a2a4939443f.jpg,1
7f6678a6217c831b716feca796f689fd,Buy BabyBucket Cotton Bath Towel at Rs. 735 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,7f6678a6217c831b716feca796f689fd.jpg,Baby Care,Baby Bath & Skin,Baby Bath Towels,BabyBucket Baby Bath Towels,0,Dataset\Images\7f6678a6217c831b716feca796f689fd.jpg,5
ce9cb60201f1cdc33e4b58d3583c7a5c,Buy Handloomhub Polyester Baby Pink Self Design Eyelet Long Door Curtain at Rs. 1199 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,ce9cb60201f1cdc33e4b58d3583c7a5c.jpg,Home Furnishing,Curtains & Accessories,Curtains,,4,Dataset\Images\ce9cb60201f1cdc33e4b58d3583c7a5c.jpg,1
5518124b75d6c6dfee4c2e4c0cfa716a,"Buy Simoco 7 W, 9 W, 12 W LED Bulb for Rs.829 online. Simoco 7 W, 9 W, 12 W LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.",5518124b75d6c6dfee4c2e4c0cfa716a.jpg,Kitchen & Dining,Lighting,Bulbs,Simoco Bulbs,5,Dataset\Images\5518124b75d6c6dfee4c2e4c0cfa716a.jpg,0
22ac36ba254a68d7dd6173f099771147,Buy Neyth Cotton Set of Towels at Rs. 170 at Flipkart.com. Only Genuine Products. Free Shipping. Cash On Delivery!,22ac36ba254a68d7dd6173f099771147.jpg,Baby Care,Baby Bath & Skin,Baby Bath Towels,Neyth Baby Bath Towels,0,Dataset\Images\22ac36ba254a68d7dd6173f099771147.jpg,5
6c441a6ca8eb4e5ca882c9c0df03ff0c,Buy AsiaCraft Goddess of Wealth Laxmi Brass Statue Showpiece  -  7.62 cm for Rs.350 online. AsiaCraft Goddess of Wealth Laxmi Brass Statue Showpiece  -  7.62 cm at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,6c441a6ca8eb4e5ca882c9c0df03ff0c.jpg,Home Decor & Festive Needs,Table Decor & Handicrafts,Showpieces,Religious Idols,3,Dataset\Images\6c441a6ca8eb4e5ca882c9c0df03ff0c.jpg,6
025a85a3d1cddc6307f7dc075d8d2132,Buy Soy Impulse LED Bulb for Rs.299 online. Soy Impulse LED Bulb at best prices with FREE shipping & cash on delivery. Only Genuine Products. 30 Day Replacement Guarantee.,025a85a3d1cddc6307f7dc075d8d2132.jpg,Kitchen & Dining,Lighting,Bulbs,Soy Impulse Bulbs,5,Dataset\Images\025a85a3d1cddc6307f7dc075d8d2132.jpg,6
fd10586bf7f01bc57e0c5364d4b2c3f7,"Cocovey Metal Photo Frame (Photo Size - 6*4, 1 Photos)
                         Price: Rs. 549
				
			Add traditional and stylish look to your house with Cocovey handcrafted photo frames. This beautifully crafted photo frame is made of brass. Its traditional tribal and cultural design is unique and brings style to your home. Indian homes are getting stylish with time as there is more excitement towards interior home décor.Our company is an effort to perceive that excitement and help you choose your favorites from a wide range of such painstakingly pursued beautiful handicraft items; as they find their way from the skilled hands of craftsmen directly to that precious place in your abode.
Add traditional and stylish look to your house with Cocovey handcrafted photo frames. This beautifully crafted photo frame is made of brass. Its traditional tribal and cultural design is unique and brings style to your home. Indian homes are getting stylish with time as there is more excitement towards interior home décor.Our company is an effort to perceive that excitement and help you choose your favorites from a wide range of such painstakingly pursued beautiful handicraft items; as they find their way from the skilled hands of craftsmen directly to that precious place in your abode.",fd10586bf7f01bc57e0c5364d4b2c3f7.jpg,Baby Care,Baby & Kids Gifts,Photo Frames,Cocovey Photo Frames,0,Dataset\Images\fd10586bf7f01bc57e0c5364d4b2c3f7.jpg,6
91795f4b0e4aac27314477a91b63bfb7,"Flipkart.com: Buy VLCC Natural Sciences Oil Free Sunscreen Gel SPF 15 (Pack of 2) - SPF 15 for Rs. 235 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",91795f4b0e4aac27314477a91b63bfb7.jpg,Beauty and Personal Care,Body and Skin Care,Face Care,Sunscreen,1,Dataset\Images\91795f4b0e4aac27314477a91b63bfb7.jpg,3
ead122f4b1da293eb2d719baf104dfc9,"Flipkart.com: Buy Lotus Safe Sun UV Screen MatteGel - SPF 50 PA+++ for Rs. 340 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",ead122f4b1da293eb2d719baf104dfc9.jpg,Beauty and Personal Care,Body and Skin Care,Face Care,Sunscreen,1,Dataset\Images\ead122f4b1da293eb2d719baf104dfc9.jpg,3
8396537a124f502d11ab99972c816129,"Flipkart.com: Buy Oshea Herbals UVSHIELD - Sunscreen Gel - SPF 20 PA+ for Rs. 195 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",8396537a124f502d11ab99972c816129.jpg,Beauty and Personal Care,Body and Skin Care,Face Care,Sunscreen,1,Dataset\Images\8396537a124f502d11ab99972c816129.jpg,3
6b5cdfe68595fbcab0e05dc625d3d66a,"Flipkart.com: Buy Richfeel Sunshield - SPF 30 PA++ for Rs. 269 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",6b5cdfe68595fbcab0e05dc625d3d66a.jpg,Beauty and Personal Care,Body and Skin Care,Face Care,Sunscreen,1,Dataset\Images\6b5cdfe68595fbcab0e05dc625d3d66a.jpg,3
911a6efe69bde398fbbddcb0b4bb466f,"Flipkart.com: Buy Keya Seth Umbrella Protex Heat Proof Sunscreen Solution - SPF 75 PA+++ for Rs. 399 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",911a6efe69bde398fbbddcb0b4bb466f.jpg,Beauty and Personal Care,Body and Skin Care,Face Care,Sunscreen,1,Dataset\Images\911a6efe69bde398fbbddcb0b4bb466f.jpg,3
d61b368146f83075937e144dab93c6a1,"Flipkart.com: Buy Jovees Anjeer & Carrot Sunblock (Pack of 2) - SPF 45 for Rs. 0.0 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",d61b368146f83075937e144dab93c6a1.jpg,Beauty and Personal Care,Body and Skin Care,Face Care,Sunscreen,1,Dataset\Images\d61b368146f83075937e144dab93c6a1.jpg,3
bc2aaae47829fd5825f6cc2ec51c2c5f,"Flipkart.com: Buy Whiteherbs Ultra Protection Sunscreen Lotion - SPF 30 PA+ for Rs. 270 from Flipkart.com. - Lowest Prices, Only Genuine Products, 30 Day Replacement Guarantee, Free Shipping. Cash On Delivery!",bc2aaae47829fd5825f6cc2ec51c2c5f.jpg,Beauty and Personal Care,Body and Skin Care,Face Care,Sunscreen,1,Dataset\Images\bc2aaae47829fd5825f6cc2ec51c2c5f.jpg,3
